Analista,,,,,,
Fecha de inicio,18/12/2025 02:38 p. m.  GMT: 18/12/2025 09:38 p. m.,,,,,
Hoja de trabajo,EXP000181_24,,,,,
Comentario,,,,,,
Métodos,Au,,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
18/12/2025,03:39:10 p. m.,PATRON,0.914,,mg/L,1.3
18/12/2025,03:39:24 p. m.,BLANCO,0.0014,,mg/L,>100
18/12/2025,03:39:40 p. m.,REAGENT BLANK,0,,mg/L,43.5
18/12/2025,03:40:14 p. m.,EXP000181-001,0.1452,,mg/L,0.9
18/12/2025,03:40:36 p. m.,EXP000181-002,0.7049,,mg/L,1.8
18/12/2025,03:41:16 p. m.,EXP000181-004,0.0807,,mg/L,0.7
18/12/2025,03:41:32 p. m.,EXP000181-005,0.2079,,mg/L,0.6
18/12/2025,03:42:26 p. m.,EXP000181-003,0.0782,,mg/L,1.8
18/12/2025,03:42:48 p. m.,EXP000181-006,-0.0003,,mg/L,>100
18/12/2025,03:43:14 p. m.,PATRON,0.8934,,mg/L,0.2
18/12/2025,03:43:38 p. m.,EXP000181-007,-0.0005,,mg/L,>100
18/12/2025,03:43:50 p. m.,EXP000181-008,0.0303,,mg/L,2
18/12/2025,03:44:04 p. m.,EXP000181-009,0.055,,mg/L,1.3
18/12/2025,03:44:20 p. m.,EXP000181-010,0.3661,,mg/L,1.2
18/12/2025,03:44:34 p. m.,EXP000181-011,0.0811,,mg/L,1.5
18/12/2025,03:44:58 p. m.,EXP000181-012,0.1604,,mg/L,1.1
18/12/2025,03:45:12 p. m.,PATRON,0.8877,,mg/L,0.2
18/12/2025,03:45:30 p. m.,EXP000181-013,0.0817,,mg/L,2.9
18/12/2025,03:45:44 p. m.,EXP000181-014,0.1235,,mg/L,1.3
18/12/2025,03:45:58 p. m.,EXP000181-015,0.1144,,mg/L,1.5
18/12/2025,03:46:12 p. m.,PATRON,0.8886,,mg/L,1.9
18/12/2025,03:46:30 p. m.,BLANCO,-0.0122,,mg/L,6.5
18/12/2025,03:46:42 p. m.,REAGENT BLANK,0,,mg/L,51.8
18/12/2025,03:46:42 p. m.,PATRON,,,mg/L,
