Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.559
Cabeza puntual retorno,Untitled 000,0.547
Celda #(F1+F2),Untitled 000,0.645
Puntual Noroeste,Untitled 000,0.300
Tubo 3,Untitled 000,0.221
Comp. Cola Columna,Untitled 000,0.334
Barren,Untitled 000,0.357
Celda # 11-A,Untitled 000,0.077
Celda # 11-B,Untitled 000,0.058
Celda # 11-C,Untitled 000,0.075
Celda #5-9,Untitled 000,0.040
NE Tubo 1,Untitled 000,3.018
NE Tubo 2,Untitled 000,0.529
NE Tubo 4,Untitled 000,0.078
NE Tubo 5,Untitled 000,0.039
NE Tubo 6,Untitled 000,0.198
NE Tubo 7,Untitled 000,0.079
Barren Patios,Untitled 000,0.314
Especial 1,Untitled 000,0.028
Especial 2,Untitled 000,0.038
Especial 3,Untitled 000,0.029
Especial 4,Untitled 000,0.032
Especial 5,Untitled 000,0.112
Columna #1,Untitled 000,0.460
Columna #2,Untitled 000,0.413
Columna #3,Untitled 000,0.379
Columna #4,Untitled 000,0.339
Columna #5,Untitled 000,0.299
