Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,0.570
Columna #2,Untitled 000,0.516
Columna #3,Untitled 000,0.436
Columna #4,Untitled 000,0.370
Columna #5,Untitled 000,0.287
Comp. Cabeza Columna,Untitled 000,0.666
Comp. Cola Columna,Untitled 000,0.366
Barren,Untitled 000,0.400
Cabeza puntual retorno,Untitled 000,0.679
Celda # 11-A,Untitled 000,2.713
Celda # 11-B,Untitled 000,0.109
Celda # 11-C,Untitled 000,0.027
Celda #5-9,Untitled 000,0.299
Celda #(F1+F2),Untitled 000,0.333
NE Tubo 1,Untitled 000,0.032
NE Tubo 2,Untitled 000,0.177
NE Tubo 4,Untitled 000,0.093
NE Tubo 5,Untitled 000,0.050
NE Tubo 6,Untitled 000,0.025
NE Tubo 7,Untitled 000,0.402
Puntual Noroeste,Untitled 000,0.318
Barren Patios,Untitled 000,0.279
Tubo 3,Untitled 000,0.358
Especial 1,Untitled 000,0.127
Especial 2,Untitled 000,0.078
Especial 3,Untitled 000,4.246
Especial 4,Untitled 000,0.493
Especial 5,Untitled 000,0.101
