Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.043
Cabeza puntual retorno,Au 242.80,0.044
Celda #(F1+F2),Au 242.80,0.041
Puntual Noroeste,Au 242.80,0.042
Tubo 3,Au 242.80,0.067
NE Tubo 2,Au 242.80,0.031
NE Tubo 4,Au 242.80,0.009
Especial 1,Au 242.80,0.059
Especial 2,Au 242.80,0.043
Especial 3,Au 242.80,0.007
Especial 4,Au 242.80,0.006
Especial 5,Au 242.80,0.092
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.007
Barren Patios,Au 242.80,0.008
NE Tubo 1,Au 242.80,0.004
NE Tubo 5,Au 242.80,0.02
NE Tubo 6,Au 242.80,0.022
NE Tubo 7,Au 242.80,0.038
Celda # 11-A,Au 242.80,0.017
Celda # 11-B,Au 242.80,0.017
Celda # 11-C,Au 242.80,0.058
Celda # 6-F2,Au 242.80,0.041
Celda #5-9,Au 242.80,0.027
