"Analista",""
"Fecha de inicio","26/11/2025 09:56 p. m.  GMT: 27/11/2025 04:56 a. m."
"Hoja de trabajo","LC005877_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"26/11/2025","10:00:54 p. m.","BLANCO",0.0041,"","mg/L",43.9
"26/11/2025","10:01:04 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"26/11/2025","10:01:22 p. m.","PATRON",0.9224,"","mg/L",0.2
"26/11/2025","10:01:34 p. m.","LC005877-001",0.0548,"","mg/L",0.6
"26/11/2025","10:01:44 p. m.","LC005877-002",0.0658,"","mg/L",1.0
"26/11/2025","10:01:54 p. m.","LC005877-003",0.1272,"","mg/L",1.2
"26/11/2025","10:02:02 p. m.","LC005877-004",0.4418,"","mg/L",0.5
"26/11/2025","10:02:12 p. m.","LC005877-005",0.0594,"","mg/L",2.8
"26/11/2025","10:02:22 p. m.","LC005877-006",0.1672,"","mg/L",0.8
"26/11/2025","10:02:32 p. m.","PATRON",0.9121,"","mg/L",0.4
"26/11/2025","10:02:42 p. m.","LC005877-007",0.0406,"","mg/L",2.7
"26/11/2025","10:03:00 p. m.","LC005877-009",0.4661,"","mg/L",0.9
"26/11/2025","10:03:10 p. m.","LC005877-010",0.1576,"","mg/L",0.3
"26/11/2025","10:03:18 p. m.","LC005877-011",0.1040,"","mg/L",1.1
"26/11/2025","10:03:28 p. m.","LC005877-012",0.0061,"","mg/L",25.0
"26/11/2025","10:03:38 p. m.","PATRON",0.9097,"","mg/L",0.6
"26/11/2025","10:03:46 p. m.","LC005877-013","OVER","R","mg/L",0.0
"26/11/2025","10:03:56 p. m.","LC005877-014",0.0743,"","mg/L",1.4
"26/11/2025","10:04:06 p. m.","LC005877-015",0.0018,"","mg/L",65.3
"26/11/2025","10:04:14 p. m.","LC005877-016",0.1124,"","mg/L",0.8
"26/11/2025","10:04:24 p. m.","LC005877-017",0.0836,"","mg/L",1.0
"26/11/2025","10:04:34 p. m.","LC005877-018",0.0334,"","mg/L",2.3
"26/11/2025","10:04:58 p. m.","LC005877-008",0.4538,"","mg/L",0.9
"26/11/2025","10:05:10 p. m.","PATRON",0.9073,"","mg/L",0.7
"26/11/2025","10:05:22 p. m.","LC005877-019",0.0045,"","mg/L",29.1
"26/11/2025","10:05:32 p. m.","LC005877-020",0.1586,"","mg/L",1.3
"26/11/2025","10:05:40 p. m.","LC005877-021",0.0605,"","mg/L",0.7
"26/11/2025","10:05:50 p. m.","LC005877-022",0.1716,"","mg/L",0.7
"26/11/2025","10:06:00 p. m.","LC005877-023",0.2607,"","mg/L",0.7
"26/11/2025","10:06:00 p. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"


"26/11/2025","10:07:28 p. m.","LC005877-013",1.7287,"","mg/L",0.0
"26/11/2025","10:07:28 p. m.","LC005877-014","","","mg/L",""
