Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.100
Cabeza puntual retorno,Au 242.80,0.100
Celda #(F1+F2),Au 242.80,0.095
Puntual Noroeste,Au 242.80,0.095
Barren Patios,Au 242.80,0.003
Tubo 3,Au 242.80,0.144
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.002
Celda # 11-A,Au 242.80,0.088
Celda # 11-B,Au 242.80,0.034
Celda # 11-C,Au 242.80,0.004
Celda #5-9,Au 242.80,0.051
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.059
NE Tubo 4,Au 242.80,0.081
NE Tubo 5,Au 242.80,0.015
NE Tubo 6,Au 242.80,0.016
NE Tubo 7,Au 242.80,0.069
Especial 1,Au 242.80,0.092
Especial 2,Au 242.80,0.033
Especial 3,Au 242.80,0.015
Especial 4,Au 242.80,0.018
Especial 5,Au 242.80,0.036
Columna #1,Au 242.80,0.071
Columna #2,Au 242.80,0.048
Columna #3,Au 242.80,0.030
Columna #4,Au 242.80,0.020
Columna #5,Au 242.80,0.014
