Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.221
Comp. Cola Columna,Untitled 000,0.69
Barren,Untitled 000,0.567
Cabeza puntual retorno,Untitled 000,1.242
Celda # 11-A,Untitled 000,0.81
Celda # 11-B,Untitled 000,0.091
Celda # 11-C,Untitled 000,0.036
Celda # 6-F2,Untitled 000,0.045
Celda #5-9,Untitled 000,3.811
Celda #(F1+F2),Untitled 000,0.331
NE Tubo 1,Untitled 000,0.05
NE Tubo 2,Untitled 000,0.095
NE Tubo 4,Untitled 000,0.286
NE Tubo 5,Untitled 000,0.129
NE Tubo 6,Untitled 000,0.801
NE Tubo 7,Untitled 000,0.224
Puntual Noroeste,Untitled 000,0.315
Barren Patios,Untitled 000,0.685
Tubo 3,Untitled 000,0.415
Especial 1,Untitled 000,4.366
Especial 2,Untitled 000,1.009
Especial 3,Untitled 000,1.355
Especial 4,Untitled 000,2.283
Especial 5,Untitled 000,3.882
