Analyst,,,,,,
Date Started,7/27/2025 11:22 PM  GMT: 7/28/2025 6:22 AM,,,,,
Worksheet,LC005040_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
7/27/2025,11:27:16 PM,PATRON,0.8815,,mg/L,0.7
7/27/2025,11:27:30 PM,BLANCO,0.0023,,mg/L,49.3
7/27/2025,11:27:40 PM,REAGENT BLANK,0,,mg/L,>100
7/27/2025,11:27:58 PM,LC005040-001,0.4796,,mg/L,0.5
7/27/2025,11:28:08 PM,LC005040-002,0.1543,,mg/L,0.1
7/27/2025,11:28:18 PM,LC005040-003,0.0959,,mg/L,0.4
7/27/2025,11:28:26 PM,LC005040-004,0.0813,,mg/L,1.2
7/27/2025,11:28:36 PM,LC005040-005,0.0009,,mg/L,83.8
7/27/2025,11:28:46 PM,LC005040-006,0.1733,,mg/L,0.3
7/27/2025,11:28:58 PM,PATRON,0.8735,,mg/L,0.3
7/27/2025,11:29:10 PM,LC005040-007,0.1131,,mg/L,3
7/27/2025,11:29:20 PM,LC005040-008,0.4661,,mg/L,0.5
7/27/2025,11:29:40 PM,LC005040-010,0.3506,,mg/L,0.5
7/27/2025,11:29:50 PM,LC005040-011,0.1265,,mg/L,2.2
7/27/2025,11:29:58 PM,LC005040-012,0.2642,,mg/L,1.2
7/27/2025,11:31:36 PM,PATRON,0.8735,,mg/L,0.3
7/27/2025,11:31:48 PM,LC005040-013,0.1581,,mg/L,0.5
7/27/2025,11:31:58 PM,LC005040-014,0.1146,,mg/L,0.8
7/27/2025,11:32:08 PM,LC005040-015,0.6653,,mg/L,0.7
7/27/2025,11:32:16 PM,LC005040-016,0.0036,,mg/L,18.8
7/27/2025,11:32:26 PM,LC005040-017,1.0613,,mg/L,0.6
7/27/2025,11:32:40 PM,LC005040-018,0.3255,,mg/L,0.5
7/27/2025,11:33:40 PM,PATRON,0.889,,mg/L,0.6
7/27/2025,11:33:56 PM,LC005040-019,0.3493,,mg/L,0.3
7/27/2025,11:34:06 PM,LC005040-020,0.3521,,mg/L,0.4
7/27/2025,11:34:52 PM,LC005040-009,0.4679,,mg/L,0.6
7/27/2025,11:34:52 PM,PATRON,,,mg/L,
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
