Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.131
Cabeza puntual retorno,Au 242.80,0.131
Celda #(F1+F2),Au 242.80,0.138
Celda #5-9,Au 242.80,0.027
Tubo 3,Au 242.80,0.191
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.016
Celda # 11-A,Au 242.80,0.089
Celda # 11-C,Au 242.80,0.012
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.147
NE Tubo 4,Au 242.80,0.103
NE Tubo 5,Au 242.80,0.098
NE Tubo 6,Au 242.80,0.16
NE Tubo 7,Au 242.80,0.04
Especial 1,Au 242.80,0.023
Especial 2,Au 242.80,0.031
Especial 3,Au 242.80,0.039
Especial 4,Au 242.80,0.041
Especial 5,Au 242.80,0.024
Puntual Noroeste,Au 242.80,0.135
Celda # 6-F2,Au 242.80,0.013
Celda # 11-B,Au 242.80,0.007
Barren Patios,Au 242.80,0.011
