Analyst,,,,,,
Date Started,4/4/2025 1:29 AM  GMT: 4/4/2025 8:29 AM,,,,,
Worksheet,LC004145_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
4/4/2025,1:45:58 AM,PATRON,0.8819,,mg/L,0.7
4/4/2025,1:46:22 AM,REAGENT BLANK,0,,mg/L,18.1
4/4/2025,1:46:42 AM,LC004145-001,0.1001,,mg/L,1.1
4/4/2025,1:46:56 AM,LC004145-002,0.1366,,mg/L,0.6
4/4/2025,1:47:10 AM,LC004145-003,0.1674,,mg/L,0.4
4/4/2025,1:47:24 AM,LC004145-004,0.1515,,mg/L,2.2
4/4/2025,1:47:40 AM,LC004145-005,0.0089,,mg/L,14.1
4/4/2025,1:48:30 AM,BLANCO,0.0011,,mg/L,>100
4/4/2025,1:51:46 AM,LC004145-007,0.4698,,mg/L,0.8
4/4/2025,1:52:00 AM,LC004145-008,0.0365,,mg/L,5
4/4/2025,1:52:14 AM,LC004145-009,0.3439,,mg/L,0.9
4/4/2025,1:57:32 AM,PATRON,0.8935,,mg/L,0.3
4/4/2025,1:57:54 AM,LC004145-010,0.5686,,mg/L,0.9
4/4/2025,1:58:08 AM,LC004145-011,0.1179,,mg/L,1.1
4/4/2025,1:58:22 AM,LC004145-012,0.1603,,mg/L,0.6
4/4/2025,1:58:36 AM,PATRON,0.8939,,mg/L,0.7
4/4/2025,1:58:50 AM,LC004145-013,0.0386,,mg/L,8.8
4/4/2025,1:59:04 AM,LC004145-014,0.0723,,mg/L,0.7
4/4/2025,1:59:18 AM,LC004145-015,0.0734,,mg/L,2.6
4/4/2025,1:59:32 AM,LC004145-016,0.0959,,mg/L,1.3
4/4/2025,1:59:44 AM,LC004145-017,0.1078,,mg/L,1.8
4/4/2025,1:59:58 AM,LC004145-018,0.0901,,mg/L,1.6
4/4/2025,2:00:12 AM,PATRON,0.8893,,mg/L,1.1
4/4/2025,2:00:28 AM,LC004145-019,0.1576,,mg/L,1.1
4/4/2025,2:00:42 AM,LC004145-020,0.079,,mg/L,2.2
4/4/2025,2:00:56 AM,LC004145-021,0.1283,,mg/L,0.1
4/4/2025,2:01:10 AM,LC004145-022,0.005,,mg/L,16
4/4/2025,2:01:22 AM,LC004145-023,0.073,,mg/L,2.9
4/4/2025,2:01:36 AM,LC004145-024,0.0066,,mg/L,17
4/4/2025,2:01:50 AM,PATRON,0.874,,mg/L,0.4
4/4/2025,2:02:00 AM,PATRON,0.8828,,mg/L,0.3
4/4/2025,2:02:22 AM,REAGENT BLANK,0,,mg/L,15.2
4/4/2025,2:05:24 AM,BLANCO,0.002,,mg/L,>100
4/4/2025,2:15:12 AM,LC004145-006,0.4597,,mg/L,17.2
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
