"Analista","ALS"
"Fecha de inicio","02:38 p. m. 06/02/2023"
"Hoja de trabajo","Sa000259-re_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag VHAAAG (Llama)"

"Ag","PATRON",1.0131,"","mg/L",1.1,0.1302,0.0006,0.1286,0.1314,0.1307
"Ag","BLANCO",0.0072,"","mg/L",74.4,0.0009,-0.0007,0.0017,0.0007,0.0004
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",85.3,0.0005,-0.0004,0.0010,0.0005,0.0001
"Ag","SA000230-001",115.647,"","mg/L",1.0,0.0609,-0.0001,0.0609,0.0602,0.0614
"Ag","SA000230-002",16.9669,"","mg/L",2.2,0.0882,0.0055,0.0901,0.0882,0.0862
"Ag","SA000230-003",0.0103,"","mg/L",">100",0.0001,0.0010,0.0001,-0.0002,0.0003
"Ag","SA000230-004",125.608,"","mg/L",1.5,0.0661,-0.0005,0.0657,0.0655,0.0673
"Ag","SA000230-008",27.1215,"","mg/L",0.1,0.1399,0.0034,0.1398,0.1399,0.1400
"Ag","PATRON",1.0164,"","mg/L",0.4,0.1302,0.0006,0.1304,0.1306,0.1296
"Ag","PATRON",1.0101,"","mg/L",0.3,0.1294,0.0002,0.1290,0.1298,0.1294
"Ag","BLANCO",0.0022,"","mg/L",">100",0.0003,-0.0008,0.0012,-0.0001,-0.0002
