Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.744
Comp. Cola Columna,Untitled 000,0.324
Barren,Untitled 000,0.331
Cabeza puntual retorno,Untitled 000,0.724
Columna #1,Untitled 000,0.619
Columna #2,Untitled 000,0.547
Columna #3,Untitled 000,0.474
Columna #4,Untitled 000,0.388
Columna #5,Untitled 000,0.322
Celda # 11-A,Untitled 000,0.155
Celda # 11-B,Untitled 000,0.045
Celda # 11-C,Untitled 000,0.024
Celda #5-9,Untitled 000,0.237
Celda #(F1+F2),Untitled 000,0.975
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,1.008
NE Tubo 4,Untitled 000,0.138
NE Tubo 5,Untitled 000,0.701
NE Tubo 6,Untitled 000,3.11
NE Tubo 7,Untitled 000,0.296
Puntual Noroeste,Untitled 000,0.982
Barren Patios,Untitled 000,0.347
Tubo 3,Untitled 000,0.979
Especial 1,Untitled 000,0.116
Especial 2,Untitled 000,0.04
Especial 3,Untitled 000,0.117
Especial 4,Untitled 000,0.269
Especial 5,Untitled 000,0.065
