Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.061
Cabeza puntual retorno,Au 242.80,0.06
Celda #(F1+F2),Au 242.80,0.057
Puntual Noroeste,Au 242.80,0.048
Tubo 3,Au 242.80,0.058
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.006
Celda # 11-A,Au 242.80,0.047
Celda # 11-B,Au 242.80,0.058
Celda # 11-C,Au 242.80,0.073
Celda # 6-F2,Au 242.80,0.052
Celda #5-9,Au 242.80,0.207
NE Tubo 1,Au 242.80,0.023
NE Tubo 2,Au 242.80,0.038
NE Tubo 4,Au 242.80,0.037
NE Tubo 5,Au 242.80,0.046
NE Tubo 6,Au 242.80,0.069
NE Tubo 7,Au 242.80,0.056
Barren Patios,Au 242.80,0.002
Especial 1,Au 242.80,0.117
Especial 2,Au 242.80,0.1
Especial 3,Au 242.80,0.008
Especial 4,Au 242.80,0.049
Especial 5,Au 242.80,0.07
