Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.083
Columna #2,Au 242.80,0.049
Columna #3,Au 242.80,0.036
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.003
Comp. Cabeza Columna,Au 242.80,0.105
Cabeza puntual retorno,Au 242.80,0.103
Celda #5-9,Au 242.80,0.058
Celda #(F1+F2),Au 242.80,0.123
NE Tubo 2,Au 242.80,0.084
NE Tubo 4,Au 242.80,0.083
NE Tubo 5,Au 242.80,0.194
NE Tubo 6,Au 242.80,0.218
NE Tubo 7,Au 242.80,0.047
Puntual Noroeste,Au 242.80,0.105
Tubo 3,Au 242.80,0.106
Especial 1,Au 242.80,0.064
Especial 2,Au 242.80,0.069
Especial 3,Au 242.80,0.024
Especial 4,Au 242.80,0.067
Especial 5,Au 242.80,0.084
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.003
Celda # 11-A,Au 242.80,0.002
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.001
NE Tubo 1,Au 242.80,0.003
Barren Patios,Au 242.80,0.003
