Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.135
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.012
Cabeza puntual retorno,Au 242.80,0.134
Celda # 11-A,Au 242.80,0.074
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.302
Celda # 6-F2,Au 242.80,0.035
Celda #5-9,Au 242.80,0.071
Celda #(F1+F2),Au 242.80,0.13
NE Tubo 1,Au 242.80,0.016
NE Tubo 2,Au 242.80,0.056
NE Tubo 4,Au 242.80,0.259
NE Tubo 5,Au 242.80,0.258
NE Tubo 6,Au 242.80,0.381
NE Tubo 7,Au 242.80,0.158
Puntual Noroeste,Au 242.80,0.167
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.071
Especial 1,Au 242.80,0.032
Especial 2,Au 242.80,0.05
Especial 3,Au 242.80,0.02
Especial 4,Au 242.80,0.013
Especial 5,Au 242.80,0.057
