Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.271
Cabeza puntual retorno,Untitled 000,0.264
Celda #(F1+F2),Untitled 000,0.257
Puntual Noroeste,Untitled 000,0.231
Tubo 3,Untitled 000,0.367
NE Tubo 2,Untitled 000,0.586
NE Tubo 4,Untitled 000,0.036
Especial 1,Untitled 000,0.124
Especial 2,Untitled 000,0.038
Especial 3,Untitled 000,0.029
Especial 4,Untitled 000,0.028
Especial 5,Untitled 000,0.953
Columna #1,Untitled 000,0.245
Columna #2,Untitled 000,0.24
Columna #3,Untitled 000,0.238
Columna #4,Untitled 000,0.22
Columna #5,Untitled 000,0.215
Comp. Cola Columna,Untitled 000,0.188
Barren,Untitled 000,0.187
Barren Patios,Untitled 000,0.179
NE Tubo 1,Untitled 000,0.02
NE Tubo 5,Untitled 000,0.018
NE Tubo 6,Untitled 000,0.02
NE Tubo 7,Untitled 000,0.09
Celda # 11-A,Untitled 000,0.203
Celda # 11-B,Untitled 000,0.34
Celda # 11-C,Untitled 000,0.352
Celda #5-9,Untitled 000,0.091
