Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.524
Comp. Cola Columna,Untitled 000,0.235
Barren,Untitled 000,0.23
Cabeza puntual retorno,Untitled 000,0.522
Celda # 11-A,Untitled 000,0.092
Celda # 11-B,Untitled 000,0.068
Celda # 11-C,Untitled 000,0.016
Celda #5-9,Untitled 000,0.012
Celda #(F1+F2),Untitled 000,0.496
NE Tubo 2,Untitled 000,0.164
NE Tubo 4,Untitled 000,0.184
NE Tubo 5,Untitled 000,0.054
NE Tubo 6,Untitled 000,0.153
NE Tubo 7,Untitled 000,0.905
Barren Patios,Untitled 000,0.206
Tubo 3,Untitled 000,0.897
Especial 1,Untitled 000,0.046
Especial 2,Untitled 000,0.016
Especial 3,Untitled 000,0.634
Especial 4,Untitled 000,0.774
Especial 5,Untitled 000,0.072
Columna #1,Untitled 000,0.519
Columna #2,Untitled 000,0.45
Columna #3,Untitled 000,0.395
Columna #4,Untitled 000,0.314
Columna #5,Untitled 000,0.229
