Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,0.456
Columna #2,Untitled 000,0.453
Columna #3,Untitled 000,0.418
Columna #4,Untitled 000,0.379
Columna #5,Untitled 000,0.334
Comp. Cabeza Columna,Untitled 000,0.490
Comp. Cola Columna,Untitled 000,0.349
Barren,Untitled 000,0.342
Cabeza puntual retorno,Untitled 000,0.485
Celda # 11-A,Untitled 000,0.639
Celda # 11-B,Untitled 000,0.041
Celda # 11-C,Untitled 000,0.045
Celda #5-9,Untitled 000,0.878
Celda #(F1+F2),Untitled 000,0.522
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.066
NE Tubo 4,Untitled 000,0.194
NE Tubo 5,Untitled 000,0.039
NE Tubo 6,Untitled 000,0.029
NE Tubo 7,Untitled 000,0.471
Puntual Noroeste,Untitled 000,0.650
Barren Patios,Untitled 000,0.421
Tubo 3,Untitled 000,1.676
Especial 1,Untitled 000,0.147
Especial 2,Untitled 000,0.109
Especial 3,Untitled 000,0.075
Especial 4,Untitled 000,0.188
Especial 5,Untitled 000,0.344
