Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.141
Comp. Cola Columna,Untitled 000,0.584
Barren,Untitled 000,0.573
Cabeza puntual retorno,Untitled 000,1.143
Celda # 11-A,Untitled 000,5.262
Celda # 11-B,Untitled 000,0.27
Celda # 11-C,Untitled 000,0.058
Celda #5-9,Untitled 000,0.037
Celda #(F1+F2),Untitled 000,0.867
NE Tubo 1,Untitled 000,0.019
NE Tubo 2,Untitled 000,0.521
NE Tubo 4,Untitled 000,0.369
NE Tubo 5,Untitled 000,0.25
NE Tubo 6,Untitled 000,0.453
NE Tubo 7,Untitled 000,0.277
Puntual Noroeste,Untitled 000,0.583
Barren Patios,Untitled 000,0.349
Tubo 3,Untitled 000,1.348
Especial 1,Untitled 000,0.072
Especial 2,Untitled 000,0.044
Especial 3,Untitled 000,2.244
Especial 4,Untitled 000,2.36
Especial 5,Untitled 000,0.038
Especial 6,Untitled 000,0.012
