Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.737
Comp. Cola Columna,Untitled 000,0.576
Barren,Untitled 000,0.51
Cabeza puntual retorno,Untitled 000,0.722
Celda # 11-A,Untitled 000,0.053
Celda # 11-B,Untitled 000,0.039
Celda # 11-C,Untitled 000,0.051
Celda # 6-F2,Untitled 000,0.522
Celda #5-9,Untitled 000,2.034
Celda #(F1+F2),Untitled 000,0.665
NE Tubo 1,Untitled 000,0.042
NE Tubo 2,Untitled 000,0.418
NE Tubo 4,Untitled 000,1.499
NE Tubo 5,Untitled 000,0.802
NE Tubo 6,Untitled 000,0.124
NE Tubo 7,Untitled 000,0.35
Puntual Noroeste,Untitled 000,0.643
Barren Patios,Untitled 000,0.511
Tubo 3,Untitled 000,0.415
Especial 1,Untitled 000,0.412
Especial 2,Untitled 000,0.226
Especial 3,Untitled 000,0.06
Especial 4,Untitled 000,0.056
Especial 5,Untitled 000,0.527
