Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.42
Comp. Cola Columna,Untitled 000,0.287
Barren,Untitled 000,0.286
Cabeza puntual retorno,Untitled 000,0.402
Celda # 11-A,Untitled 000,0.683
Celda # 11-B,Untitled 000,0.272
Celda # 11-C,Untitled 000,0.055
Celda #5-9,Untitled 000,0.343
Celda #(F1+F2),Untitled 000,0.37
NE Tubo 1,Untitled 000,0.063
NE Tubo 2,Untitled 000,0.116
NE Tubo 4,Untitled 000,0.295
NE Tubo 5,Untitled 000,0.053
NE Tubo 6,Untitled 000,0.021
NE Tubo 7,Untitled 000,0.317
Puntual Noroeste,Untitled 000,0.355
Barren Patios,Untitled 000,0.271
Tubo 3,Untitled 000,0.578
Especial 1,Untitled 000,1.732
Especial 2,Untitled 000,0.062
Especial 3,Untitled 000,0.069
Especial 4,Untitled 000,0.05
Especial 5,Untitled 000,0.051
Especial 6,Untitled 000,0.016
Columna #1,Untitled 000,0.42
Columna #3,Untitled 000,0.397
Columna #4,Untitled 000,0.358
Columna #5,Untitled 000,0.299
