Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.156
Cabeza puntual retorno,Au 242.80,0.157
Celda #(F1+F2),Au 242.80,0.167
Puntual Noroeste,Au 242.80,0.170
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.127
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.091
Celda # 11-B,Au 242.80,0.031
Celda # 11-C,Au 242.80,0.001
Celda # 6-F2,Au 242.80,0.022
Celda #5-9,Au 242.80,0.020
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.230
NE Tubo 4,Au 242.80,0.196
NE Tubo 5,Au 242.80,0.199
NE Tubo 6,Au 242.80,0.195
NE Tubo 7,Au 242.80,0.062
Especial 1,Au 242.80,0.031
Especial 2,Au 242.80,0.050
Especial 3,Au 242.80,0.090
Especial 4,Au 242.80,0.080
Especial 5,Au 242.80,0.042
