Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.61
Comp. Cola Columna,Untitled 000,0.315
Barren,Untitled 000,0.367
Cabeza puntual retorno,Untitled 000,0.651
Celda # 11-A,Untitled 000,0.106
Celda # 11-B,Untitled 000,0.435
Celda # 11-C,Untitled 000,0.036
Celda #5-9,Untitled 000,0.978
Celda #(F1+F2),Untitled 000,0.615
NE Tubo 1,Untitled 000,0.033
NE Tubo 2,Untitled 000,0.518
NE Tubo 4,Untitled 000,0.147
NE Tubo 5,Untitled 000,0.061
NE Tubo 6,Untitled 000,0.335
NE Tubo 7,Untitled 000,0.313
Puntual Noroeste,Untitled 000,0.337
Barren Patios,Untitled 000,0.259
Tubo 3,Untitled 000,0.438
Especial 1,Untitled 000,3.904
Especial 2,Untitled 000,0.105
Especial 3,Untitled 000,0.042
Especial 4,Untitled 000,0.058
Especial 5,Untitled 000,0.133
Especial 6,Untitled 000,0.015
Columna #1,Untitled 000,0.485
Columna #2,Untitled 000,0.457
Columna #3,Untitled 000,0.412
Columna #4,Untitled 000,0.336
