"Analyst",""
"Date Started","5/15/2025 10:04 PM  GMT: 5/16/2025 5:04 AM"
"Worksheet","LC004473_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/15/2025","11:31:04 PM","PATRON",0.9247,"","mg/L",0.7
"5/15/2025","11:31:18 PM","BLANCO",0.0085,"","mg/L",28.9
"5/15/2025","11:31:28 PM","REAGENT BLANK",0.0000,"","mg/L",68.9
"5/15/2025","11:31:50 PM","LC004473-001",0.0250,"","mg/L",5.6
"5/15/2025","11:32:00 PM","LC004473-002",0.0240,"","mg/L",15.1
"5/15/2025","11:32:10 PM","LC004473-003",0.0341,"","mg/L",2.7
"5/15/2025","11:32:22 PM","LC004473-004",0.1154,"","mg/L",0.5
"5/15/2025","11:32:32 PM","LC004473-005",0.0359,"","mg/L",5.0
"5/15/2025","11:32:42 PM","LC004473-006",0.0250,"","mg/L",4.0
"5/15/2025","11:32:54 PM","PATRON",0.9022,"","mg/L",0.3
"5/15/2025","11:33:12 PM","LC004473-007",0.0675,"","mg/L",3.4
"5/15/2025","11:33:22 PM","LC004473-008",0.0710,"","mg/L",4.4
"5/15/2025","11:33:32 PM","LC004473-009",-0.0014,"","mg/L",">100"
"5/15/2025","11:33:42 PM","LC004473-010",0.0486,"","mg/L",1.3
"5/15/2025","11:33:52 PM","LC004473-011",0.0013,"","mg/L",">100"
"5/15/2025","11:34:02 PM","LC004473-012",0.0004,"","mg/L",">100"
"5/15/2025","11:34:14 PM","PATRON",0.9116,"","mg/L",0.9
"5/15/2025","11:34:30 PM","LC004473-013",-0.0012,"","mg/L",">100"
"5/15/2025","11:34:40 PM","LC004473-014",0.0131,"","mg/L",15.5
"5/15/2025","11:34:50 PM","LC004473-015",0.0418,"","mg/L",3.2
"5/15/2025","11:35:00 PM","LC004473-016",0.9248,"","mg/L",0.4
"5/15/2025","11:35:00 PM","PATRON","","","mg/L",""

"Method: Au AU ALTO (Flame)"

