"Analista","JGS"
"Fecha de inicio","10:16 p. m. 13/02/2023"
"Hoja de trabajo","Sa000362-re_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag VHAAAG (Llama)"

"Ag","PATRON",1.0173,"","mg/L",0.9,0.1238,0.1236,0.1227,0.1250
"Ag","BLANCO",0.0007,"","mg/L",">100",0.0001,0.0003,0.0003,-0.0003
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",40.1,-0.0005,-0.0003,-0.0005,-0.0006
"Ag","SA000352-025",6.3993,"","mg/L",0.8,0.0324,0.0327,0.0323,0.0322
"Ag","SA000352-026",10.5428,"","mg/L",0.7,0.0526,0.0530,0.0526,0.0523
"Ag","SA000352-027",48.2148,"","mg/L",0.6,0.2343,0.2350,0.2329,0.2352
"Ag","SA000352-028",47.9855,"","mg/L",1.3,0.2350,0.2317,0.2380,0.2353
"Ag","SA000352-029",6.9620,"","mg/L",0.5,0.0350,0.0351,0.0348,0.0350
"Ag","PATRON",1.0172,"","mg/L",1.5,0.1237,0.1221,0.1257,0.1234
"Ag","SA000352-030",4.1461,"","mg/L",1.5,0.0214,0.0213,0.0211,0.0217
"Ag","SA000352-031",1.2071,"","mg/L",6.5,0.0061,0.0062,0.0056,0.0063
"Ag","PATRON",1.0084,"","mg/L",1.7,0.1227,0.1202,0.1238,0.1240
"Ag","BLANCO",0.0004,"","mg/L",">100",0.0000,0.0003,0.0001,-0.0003
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",40.6,-0.0005,-0.0007,-0.0005,-0.0003
