Sample ID,Analyte Name,Reported Conc (Calib)
Columna #1,Untitled 000,0.813
Columna #2,Untitled 000,0.737
Columna #3,Untitled 000,0.651
Columna #4,Untitled 000,0.552
Columna #5,Untitled 000,0.437
Comp. Cabeza Columna,Untitled 000,0.909
Comp. Cola Columna,Untitled 000,0.433
Barren,Untitled 000,0.508
Cabeza puntual retorno,Untitled 000,0.954
Celda # 11-A,Untitled 000,3.211
Celda # 11-B,Untitled 000,0.14
Celda # 11-C,Untitled 000,0.377
Celda #5-9,Untitled 000,0.034
Celda #(F1+F2),Untitled 000,0.831
NE Tubo 2,Untitled 000,1.143
NE Tubo 4,Untitled 000,0.604
NE Tubo 5,Untitled 000,0.594
NE Tubo 6,Untitled 000,0.998
NE Tubo 7,Untitled 000,0.368
Puntual Noroeste,Untitled 000,0.869
Barren Patios,Untitled 000,0.465
Tubo 3,Untitled 000,1.284
Especial 1,Untitled 000,0.049
Especial 2,Untitled 000,0.027
Especial 3,Untitled 000,0.175
Especial 4,Untitled 000,0.196
Especial 5,Untitled 000,0.041
