Analyst,,,,,,
Date Started,5/26/2025 1:09 AM  GMT: 5/26/2025 8:09 AM,,,,,
Worksheet,LC004546_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
5/26/2025,1:44:10 AM,PATRON,0.921,,mg/L,1.2
5/26/2025,1:44:22 AM,BLANCO,0.0114,,mg/L,14
5/26/2025,1:44:34 AM,REAGENT BLANK,0,,mg/L,97
5/26/2025,1:44:48 AM,LC004546-001,0.1092,,mg/L,2.9
5/26/2025,1:45:02 AM,LC004546-002,0.0981,,mg/L,3.1
5/26/2025,1:45:16 AM,LC004546-003,0.0018,,mg/L,>100
5/26/2025,1:45:30 AM,LC004546-004,0.1099,,mg/L,3.5
5/26/2025,1:45:44 AM,LC004546-005,0.2672,,mg/L,0.9
5/26/2025,1:46:00 AM,LC004546-006,0.238,,mg/L,1.4
5/26/2025,1:46:18 AM,PATRON,0.9253,,mg/L,0.3
5/26/2025,1:46:36 AM,LC004546-007,0.0751,,mg/L,2.2
5/26/2025,1:46:50 AM,LC004546-008,0.0946,,mg/L,3.4
5/26/2025,1:47:04 AM,LC004546-009,0.0717,,mg/L,4.4
5/26/2025,1:47:18 AM,LC004546-010,0.0071,,mg/L,18.4
5/26/2025,1:47:34 AM,LC004546-011,0.0483,,mg/L,1.8
5/26/2025,1:47:50 AM,LC004546-012,0.0679,,mg/L,3.9
5/26/2025,1:48:06 AM,PATRON,0.9269,,mg/L,1.5
5/26/2025,1:48:22 AM,LC004546-013,0.0253,,mg/L,11.1
5/26/2025,1:48:36 AM,LC004546-014,0.0363,,mg/L,1.9
5/26/2025,1:48:52 AM,LC004546-015,0.0506,,mg/L,3.8
5/26/2025,1:49:06 AM,LC004546-016,0.1641,,mg/L,2.4
5/26/2025,1:49:22 AM,LC004546-017,0.1908,,mg/L,1.8
5/26/2025,1:49:36 AM,LC004546-018,0.0306,,mg/L,2.3
5/26/2025,1:50:24 AM,PATRON,0.9149,,mg/L,2.6
5/26/2025,1:50:36 AM,LC004546-019,0.0774,,mg/L,2
5/26/2025,1:50:52 AM,LC004546-020,0.0319,,mg/L,6.7
5/26/2025,1:51:06 AM,LC004546-021,0.1196,,mg/L,2.2
5/26/2025,1:51:22 AM,PATRON,0.9221,,mg/L,1.6
5/26/2025,1:51:32 AM,BLANCO,0.0007,,mg/L,>100
5/26/2025,1:51:42 AM,REAGENT BLANK,0,,mg/L,72.6
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
