Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.259
Cabeza puntual retorno,Untitled 000,0.243
Celda #(F1+F2),Untitled 000,0.273
Puntual Noroeste,Untitled 000,0.282
Tubo 3,Untitled 000,0.615
Comp. Cola Columna,Untitled 000,0.169
Barren,Untitled 000,0.163
Celda # 11-A,Untitled 000,0.028
Celda # 11-B,Untitled 000,0.116
Celda # 11-C,Untitled 000,0.023
Celda # 6-F2,Untitled 000,0.091
Celda #5-9,Untitled 000,0.104
NE Tubo 1,Untitled 000,0.020
NE Tubo 2,Untitled 000,0.032
NE Tubo 4,Untitled 000,0.045
NE Tubo 5,Untitled 000,0.020
NE Tubo 6,Untitled 000,0.020
NE Tubo 7,Untitled 000,0.098
Barren Patios,Untitled 000,0.156
Especial 1,Untitled 000,0.046
Especial 2,Untitled 000,0.042
Especial 3,Untitled 000,0.032
Especial 4,Untitled 000,0.031
Especial 5,Untitled 000,0.035
