Sample ID,Analyte Name,Reported Conc (Calib)
Cabeza puntual retorno,Au 242.80,0.103
Comp. Cabeza Columna,Au 242.80,0.102
Celda #(F1+F2),Au 242.80,0.118
NE Tubo 2,Au 242.80,0.101
NE Tubo 7,Au 242.80,0.05
Puntual Noroeste,Au 242.80,0.116
Tubo 3,Au 242.80,0.127
Especial 1,Au 242.80,0.068
Especial 2,Au 242.80,0.076
Especial 3,Au 242.80,0.016
Especial 4,Au 242.80,0.024
Especial 5,Au 242.80,0.07
Especial 6,Au 242.80,0.012
Celda # 6-F2,Au 242.80,0.048
Celda #5-9,Au 242.80,0.054
NE Tubo 4,Au 242.80,0.055
NE Tubo 5,Au 242.80,0.08
NE Tubo 6,Au 242.80,0.245
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.011
NE Tubo 1,Au 242.80,0.009
Barren Patios,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.001
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.001
