Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.129
Cabeza puntual retorno,Au 242.80,0.132
Celda #(F1+F2),Au 242.80,0.102
Puntual Noroeste,Au 242.80,0.121
Tubo 3,Au 242.80,0.148
Comp. Cola Columna,Au 242.80,0.02
Barren,Au 242.80,0.03
Celda # 11-A,Au 242.80,0.018
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.156
Celda #5-9,Au 242.80,0.517
NE Tubo 1,Au 242.80,0.136
NE Tubo 2,Au 242.80,0.095
NE Tubo 4,Au 242.80,0.023
NE Tubo 5,Au 242.80,0.023
NE Tubo 6,Au 242.80,0.024
Barren Patios,Au 242.80,0.02
NE Tubo 7,Au 242.80,0.028
Especial 1,Au 242.80,0.34
Especial 2,Au 242.80,0.361
Especial 3,Au 242.80,0.021
Especial 4,Au 242.80,0.019
Especial 5,Au 242.80,0.413
Columna #1,Au 242.80,0.13
Columna #2,Au 242.80,0.121
Columna #3,Au 242.80,0.083
Columna #4,Au 242.80,0.065
Columna #5,Au 242.80,0.022
