Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.914
Comp. Cola Columna,Untitled 000,0.376
Barren,Untitled 000,0.401
Cabeza puntual retorno,Untitled 000,0.952
Celda # 11-A,Untitled 000,0.075
Celda # 11-B,Untitled 000,0.056
Celda # 11-C,Untitled 000,0.031
Celda #5-9,Untitled 000,0.025
Celda #(F1+F2),Untitled 000,0.946
NE Tubo 2,Untitled 000,0.288
NE Tubo 4,Untitled 000,0.779
NE Tubo 5,Untitled 000,0.208
NE Tubo 6,Untitled 000,0.202
NE Tubo 6,Untitled 000,0.165
NE Tubo 7,Untitled 000,0.839
Puntual Noroeste,Untitled 000,0.961
Barren Patios,Untitled 000,0.368
Tubo 3,Untitled 000,1.648
Especial 1,Untitled 000,0.086
Especial 2,Untitled 000,0.038
Especial 3,Untitled 000,0.098
Especial 4,Untitled 000,0.142
Especial 5,Untitled 000,0.041
Columna #1,Untitled 000,0.811
Columna #2,Untitled 000,0.682
Columna #3,Untitled 000,0.52
Columna #4,Untitled 000,0.421
Columna #5,Untitled 000,0.315
