Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.078
Cabeza puntual retorno,Au 242.80,0.078
Celda #(F1+F2),Au 242.80,0.094
Puntual Noroeste,Au 242.80,0.098
Tubo 3,Au 242.80,0.094
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.003
Celda # 11-A,Au 242.80,0.029
Celda # 11-B,Au 242.80,0.008
Celda # 11-C,Au 242.80,0.012
Celda # 6-F2,Au 242.80,0.057
Celda #5-9,Au 242.80,0.02
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.087
NE Tubo 4,Au 242.80,0.023
NE Tubo 5,Au 242.80,0.041
NE Tubo 6,Au 242.80,0.261
NE Tubo 7,Au 242.80,0.08
Barren Patios,Au 242.80,0.004
Especial 1,Au 242.80,0.065
Especial 2,Au 242.80,0.098
Especial 3,Au 242.80,0.042
Especial 4,Au 242.80,0.023
Especial 5,Au 242.80,0.099
