Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.065
Cabeza puntual retorno,Au 242.80,0.065
Celda #(F1+F2),Au 242.80,0.137
Puntual Noroeste,Au 242.80,0.053
Tubo 3,Au 242.80,0.045
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.056
Celda # 11-B,Au 242.80,0.042
Celda # 11-C,Au 242.80,0.008
Celda #5-9,Au 242.80,0.028
NE Tubo 1,Au 242.80,0.012
NE Tubo 2,Au 242.80,0.029
NE Tubo 4,Au 242.80,0.057
NE Tubo 5,Au 242.80,0.091
NE Tubo 6,Au 242.80,0.089
NE Tubo 7,Au 242.80,0.059
Barren Patios,Au 242.80,0.002
Especial 1,Au 242.80,0.015
Especial 2,Au 242.80,0.032
Especial 3,Au 242.80,0.059
Especial 4,Au 242.80,0.101
Especial 5,Au 242.80,0.024
Columna #1,Au 242.80,0.042
Columna #2,Au 242.80,0.033
Columna #3,Au 242.80,0.026
Columna #4,Au 242.80,0.01
Columna #5,Au 242.80,0.005
