"Analyst",""
"Date Started","6/5/2025 5:50 AM  GMT: 6/5/2025 12:50 PM"
"Worksheet","LC004663_24"
"Comment",""
"Methods","Au"

"Method: Au ACIDO (Flame)"

"6/5/2025","6:00:26 AM","PATRON",0.8933,"","mg/L",1.0
"6/5/2025","6:00:40 AM","BLANCO",0.0067,"","mg/L",9.9
"6/5/2025","6:00:50 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"6/5/2025","6:01:04 AM","LC004663-001",0.0101,"","mg/L",26.5
"6/5/2025","6:01:16 AM","LC004663-002",0.0471,"","mg/L",2.5
"6/5/2025","6:01:28 AM","LC004663-003",0.0341,"","mg/L",4.6
"6/5/2025","6:01:42 AM","LC004663-004",0.0858,"","mg/L",1.4
"6/5/2025","6:01:54 AM","LC004663-005",0.4188,"","mg/L",1.0
"6/5/2025","6:02:08 AM","LC004663-006",0.1542,"","mg/L",0.6
"6/5/2025","6:02:22 AM","PATRON",0.8996,"","mg/L",0.5
"6/5/2025","6:02:38 AM","LC004663-007",0.1191,"","mg/L",3.4
"6/5/2025","6:02:52 AM","LC004663-008",0.1022,"","mg/L",1.3
"6/5/2025","6:03:06 AM","LC004663-009",0.0506,"","mg/L",5.2
"6/5/2025","6:03:22 AM","LC004663-010",0.1197,"","mg/L",1.0
"6/5/2025","6:03:42 AM","LC004663-011",0.6306,"","mg/L",1.1
"6/5/2025","6:03:54 AM","LC004663-012",0.0339,"","mg/L",3.9
"6/5/2025","6:04:12 AM","PATRON",0.9071,"","mg/L",0.8
"6/5/2025","6:04:28 AM","LC004663-013",0.0391,"","mg/L",2.3
"6/5/2025","6:04:42 AM","LC004663-014",0.0558,"","mg/L",2.1
"6/5/2025","6:05:10 AM","LC004663-015",0.0801,"","mg/L",2.2
"6/5/2025","6:05:26 AM","LC004663-016",0.0497,"","mg/L",3.1
"6/5/2025","6:05:38 AM","LC004663-017",0.0316,"","mg/L",4.0
"6/5/2025","6:05:50 AM","LC004663-018",0.0347,"","mg/L",6.2
"6/5/2025","6:06:04 AM","PATRON",0.9051,"","mg/L",0.7
"6/5/2025","6:06:18 AM","LC004663-019",0.1643,"","mg/L",0.9
"6/5/2025","6:06:34 AM","LC004663-020",0.0069,"","mg/L",5.5
"6/5/2025","6:06:46 AM","LC004663-021",0.0095,"","mg/L",22.3
"6/5/2025","6:07:00 AM","LC004663-022",0.2680,"","mg/L",0.3
"6/5/2025","6:07:14 AM","LC004663-023",0.1859,"","mg/L",1.3
"6/5/2025","6:07:26 AM","LC004663-024",0.2502,"","mg/L",0.8
"6/5/2025","6:07:40 AM","PATRON",0.9023,"","mg/L",2.4
"6/5/2025","6:08:10 AM","REAGENT BLANK",0.0000,"","mg/L",16.7
"6/5/2025","6:18:36 AM","BLANCO",0.0076,"","mg/L",84.4
"6/5/2025","6:18:38 AM","","","","mg/L",""
