Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.462
Cabeza puntual retorno,Untitled 000,0.456
Celda #(F1+F2),Untitled 000,0.515
Comp. Cola Columna,Untitled 000,0.171
Barren,Untitled 000,0.193
Celda # 11-A,Untitled 000,0.091
Celda # 11-B,Untitled 000,0.044
Celda # 11-C,Untitled 000,0.110
Celda #5-9,Untitled 000,0.098
Especial 1,Untitled 000,0.023
Especial 2,Untitled 000,0.023
Especial 3,Untitled 000,0.916
Especial 4,Untitled 000,0.983
Especial 5,Untitled 000,0.082
Columna #1,Untitled 000,0.446
Columna #2,Untitled 000,0.428
Columna #3,Untitled 000,0.404
Columna #4,Untitled 000,0.348
Columna #5,Untitled 000,0.262
NE Tubo 1,Untitled 000,0.019
NE Tubo 2,Untitled 000,0.267
NE Tubo 4,Untitled 000,1.271
NE Tubo 5,Untitled 000,0.229
NE Tubo 6,Untitled 000,0.096
NE Tubo 7,Untitled 000,0.258
Puntual Noroeste,Untitled 000,0.566
Barren Patios,Untitled 000,0.180
Tubo 3,Untitled 000,0.829
