"Analyst",""
"Date Started","5/15/2025 3:22 AM  GMT: 5/15/2025 10:22 AM"
"Worksheet","LC004468_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/15/2025","3:39:16 AM","PATRON",0.8767,"","mg/L",0.7
"5/15/2025","3:39:28 AM","BLANCO",0.0025,"","mg/L",">100"
"5/15/2025","3:39:38 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"5/15/2025","3:39:50 AM","LC004468-001",0.4674,"","mg/L",0.4
"5/15/2025","3:40:42 AM","LC004468-002",0.2146,"","mg/L",0.7
"5/15/2025","3:40:52 AM","LC004468-003",0.2155,"","mg/L",0.5
"5/15/2025","3:41:04 AM","LC004468-004",0.2508,"","mg/L",0.5
"5/15/2025","3:41:14 AM","LC004468-005",0.4686,"","mg/L",0.2
"5/15/2025","3:41:24 AM","LC004468-006",0.0032,"","mg/L",18.7
"5/15/2025","3:42:34 AM","PATRON",0.8834,"","mg/L",1.2
"5/15/2025","3:42:48 AM","LC004468-007",0.1932,"","mg/L",1.3
"5/15/2025","3:43:00 AM","LC004468-008",0.0033,"","mg/L",44.1
"5/15/2025","3:43:06 AM","LC004468-009","OVER","R","mg/L",0.0
"5/15/2025","3:43:18 AM","LC004468-010",0.1161,"","mg/L",0.8
"5/15/2025","3:43:30 AM","LC004468-011",0.0022,"","mg/L",19.3
"5/15/2025","3:44:20 AM","LC004468-012",0.4468,"","mg/L",0.3
"5/15/2025","3:44:20 AM","PATRON","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"5/15/2025","3:46:06 AM","LC004468-009",1.3830,"","mg/L",0.6
"5/15/2025","3:46:06 AM","LC004468-010","","","mg/L",""
