Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.330
Comp. Cola Columna,Untitled 000,0.328
Barren,Untitled 000,0.315
Cabeza puntual retorno,Untitled 000,0.335
Columna #1,Untitled 000,0.291
Columna #2,Untitled 000,0.294
Columna #3,Untitled 000,0.296
Columna #4,Untitled 000,0.286
Columna #5,Untitled 000,0.246
Celda # 11-A,Untitled 000,0.057
Celda # 11-B,Untitled 000,0.041
Celda # 11-C,Untitled 000,0.039
Celda #5-9,Untitled 000,0.289
Celda #(F1+F2),Untitled 000,0.296
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.241
NE Tubo 4,Untitled 000,0.191
NE Tubo 5,Untitled 000,0.042
NE Tubo 6,Untitled 000,0.035
NE Tubo 7,Untitled 000,0.121
Puntual Noroeste,Untitled 000,0.264
Barren Patios,Untitled 000,0.264
Tubo 3,Untitled 000,0.578
Especial 1,Untitled 000,0.039
Especial 2,Untitled 000,0.040
Especial 3,Untitled 000,0.068
Especial 4,Untitled 000,1.104
Especial 5,Untitled 000,0.050
