Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.06
Cabeza puntual retorno,Au 242.80,0.059
Celda #(F1+F2),Au 242.80,0.063
Puntual Noroeste,Au 242.80,0.074
Tubo 3,Au 242.80,0.045
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.004
Celda # 11-A,Au 242.80,0.004
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.011
Celda # 6-F2,Au 242.80,0.066
Celda #5-9,Au 242.80,0.03
NE Tubo 1,Au 242.80,0.057
NE Tubo 2,Au 242.80,0.107
NE Tubo 4,Au 242.80,0.054
NE Tubo 5,Au 242.80,0.075
NE Tubo 6,Au 242.80,0.1
NE Tubo 7,Au 242.80,0.086
Barren Patios,Au 242.80,0.007
Especial 1,Au 242.80,0.032
Especial 2,Au 242.80,0.034
Especial 3,Au 242.80,0.007
Especial 4,Au 242.80,0.002
Especial 5,Au 242.80,0.002
