Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.21
Comp. Cola Columna,Untitled 000,0.214
Barren,Untitled 000,0.225
Cabeza puntual retorno,Untitled 000,0.221
Celda # 11-A,Untitled 000,0.11
Celda # 11-B,Untitled 000,0.132
Celda # 11-C,Untitled 000,0.03
Celda # 6-F2,Untitled 000,0.028
Celda #5-9,Untitled 000,0.389
Celda #(F1+F2),Untitled 000,0.159
NE Tubo 1,Untitled 000,0.035
NE Tubo 2,Untitled 000,0.208
NE Tubo 4,Untitled 000,0.261
NE Tubo 5,Untitled 000,0.127
NE Tubo 6,Untitled 000,0.04
NE Tubo 7,Untitled 000,0.392
Puntual Noroeste,Untitled 000,0.188
Barren Patios,Untitled 000,0.248
Tubo 3,Untitled 000,0.135
Especial 1,Untitled 000,2.222
Especial 2,Untitled 000,0.151
Especial 3,Untitled 000,0.055
Especial 4,Untitled 000,0.053
Especial 5,Untitled 000,0.347
