Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.360
Comp. Cola Columna,Untitled 000,0.166
Barren,Untitled 000,0.204
Cabeza puntual retorno,Untitled 000,0.372
Celda # 11-A,Untitled 000,0.141
Celda # 11-B,Untitled 000,0.032
Celda # 11-C,Untitled 000,0.020
Celda # 6-F2,Untitled 000,0.062
Celda #5-9,Untitled 000,0.128
Celda #(F1+F2),Untitled 000,0.495
NE Tubo 1,Untitled 000,0.023
NE Tubo 2,Untitled 000,0.448
NE Tubo 4,Untitled 000,0.057
NE Tubo 5,Untitled 000,0.416
NE Tubo 6,Untitled 000,1.208
NE Tubo 7,Untitled 000,0.316
Puntual Noroeste,Untitled 000,0.323
Barren Patios,Untitled 000,0.148
Tubo 3,Untitled 000,0.393
Especial 1,Untitled 000,0.186
Especial 2,Untitled 000,0.031
Especial 3,Untitled 000,0.080
Especial 4,Untitled 000,0.195
Especial 5,Untitled 000,0.067
