Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.398
Cabeza puntual retorno,Untitled 000,0.386
Celda #(F1+F2),Untitled 000,0.362
Puntual Noroeste,Untitled 000,0.172
Tubo 3,Untitled 000,0.283
NE Tubo 2,Untitled 000,0.08
NE Tubo 4,Untitled 000,0.064
Especial 1,Untitled 000,0.222
Especial 2,Untitled 000,0.646
Especial 3,Untitled 000,0.036
Especial 4,Untitled 000,0.032
Especial 5,Untitled 000,0.944
Comp. Cola Columna,Untitled 000,0.225
Barren,Untitled 000,0.245
Barren Patios,Untitled 000,0.249
NE Tubo 1,Untitled 000,0.022
NE Tubo 5,Untitled 000,0.025
NE Tubo 6,Untitled 000,0.027
NE Tubo 7,Untitled 000,0.084
Celda # 11-A,Untitled 000,0.148
Celda # 11-B,Untitled 000,0.34
Celda # 11-C,Untitled 000,0.894
Celda # 6-F2,Untitled 000,5.547
Celda #5-9,Untitled 000,0.307
