Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.15
Cabeza puntual retorno,Au 242.80,0.148
Celda #(F1+F2),Au 242.80,0.147
Puntual Noroeste,Au 242.80,0.202
Tubo 3,Au 242.80,0.131
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.017
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.064
Celda # 6-F2,Au 242.80,0.044
Celda #5-9,Au 242.80,0.203
NE Tubo 1,Au 242.80,0.06
NE Tubo 2,Au 242.80,0.032
NE Tubo 4,Au 242.80,0.199
NE Tubo 5,Au 242.80,0.372
NE Tubo 6,Au 242.80,0.437
NE Tubo 7,Au 242.80,0.376
Barren Patios,Au 242.80,0.008
Especial 1,Au 242.80,0.033
Especial 2,Au 242.80,0.044
Especial 4,Au 242.80,0.016
Especial 5,Au 242.80,0.077
