"Analyst",""
"Date Started","10/25/2025 11:36 PM  GMT: 10/26/2025 6:36 AM"
"Worksheet","LC005645"
"Comment",""
"Methods","Au,Au"

"Method: Au ACIDO (Flame)"

"10/26/2025","12:08:14 AM","PATRON",0.9072,"","mg/L",0.9
"10/26/2025","12:08:26 AM","BLANCO",0.0108,"","mg/L",22.1
"10/26/2025","12:08:42 AM","REAGENT BLANK",0.0000,"","mg/L",21.8
"10/26/2025","12:09:00 AM","LC005645-001",0.1342,"","mg/L",1.4
"10/26/2025","12:09:14 AM","LC005645-002",0.1594,"","mg/L",1.0
"10/26/2025","12:09:28 AM","LC005645-003",0.2014,"","mg/L",0.4
"10/26/2025","12:09:54 AM","LC005645-004",0.2487,"","mg/L",0.5
"10/26/2025","12:10:10 AM","LC005645-005",0.0094,"","mg/L",19.9
"10/26/2025","12:10:24 AM","LC005645-006",0.2847,"","mg/L",0.4
"10/26/2025","12:10:38 AM","PATRON",0.9017,"","mg/L",0.4
"10/26/2025","12:10:58 AM","LC005645-007",0.6155,"","mg/L",0.4
"10/26/2025","12:11:08 AM","LC005645-008","OVER","R","mg/L",0.0
"10/26/2025","12:11:24 AM","LC005645-009",0.1210,"","mg/L",0.7
"10/26/2025","12:11:46 AM","LC005645-010",0.2760,"","mg/L",1.1
"10/26/2025","12:12:02 AM","LC005645-011",0.2343,"","mg/L",1.5
"10/26/2025","12:12:18 AM","LC005645-012",0.5858,"","mg/L",0.3
"10/26/2025","12:12:34 AM","PATRON",0.9125,"","mg/L",1.0
"10/26/2025","12:12:54 AM","LC005645-013",0.3698,"","mg/L",0.1
"10/26/2025","12:13:54 AM","LC005645-014",-0.0002,"","mg/L",">100"
"10/26/2025","12:14:08 AM","LC005645-015",0.2602,"","mg/L",0.2
"10/26/2025","12:14:24 AM","LC005645-016",0.7375,"","mg/L",0.4
"10/26/2025","12:14:36 AM","LC005645-017",0.0422,"","mg/L",1.3
"10/26/2025","12:14:54 AM","LC005645-018",0.1108,"","mg/L",0.5
"10/26/2025","12:15:06 AM","PATRON",0.2623,"","mg/L",1.2
"10/26/2025","12:15:38 AM","LC005645-019",0.1299,"","mg/L",1.1
"10/26/2025","12:15:58 AM","LC005645-020",0.1267,"","mg/L",0.6
"10/26/2025","12:16:14 AM","LC005645-021",0.1429,"","mg/L",0.8
"10/26/2025","12:16:46 AM","LC005645-022",0.1535,"","mg/L",1.4
"10/26/2025","12:17:36 AM","LC005645-023",0.1486,"","mg/L",0.7
"10/26/2025","12:17:54 AM","LC005645-024",0.0042,"","mg/L",9.9
"10/26/2025","12:18:52 AM","BLANCO",-0.0125,"","mg/L",26.3
"10/26/2025","12:19:10 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"10/26/2025","12:19:48 AM","PATRON",0.8856,"","mg/L",0.2
"10/26/2025","12:19:48 AM","","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"10/26/2025","12:24:00 AM","LC005645-008",2.9939,"","mg/L",0.8
"10/26/2025","12:24:00 AM","","","","mg/L",""
