Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.063
Cabeza puntual retorno,Au 242.80,0.061
Celda #(F1+F2),Au 242.80,0.064
Puntual Noroeste,Au 242.80,0.06
Tubo 3,Au 242.80,0.035
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.005
Celda # 11-A,Au 242.80,0.041
Celda # 11-B,Au 242.80,0.026
Celda # 11-C,Au 242.80,0.001
Celda # 6-F2,Au 242.80,0.036
Celda #5-9,Au 242.80,0.016
NE Tubo 1,Au 242.80,0.01
NE Tubo 2,Au 242.80,0.026
NE Tubo 4,Au 242.80,0.056
NE Tubo 5,Au 242.80,0.089
NE Tubo 6,Au 242.80,0.086
NE Tubo 7,Au 242.80,0.047
Barren Patios,Au 242.80,0.004
Especial 1,Au 242.80,0.015
Especial 2,Au 242.80,0.035
Especial 3,Au 242.80,0.025
Especial 4,Au 242.80,0.063
Especial 5,Au 242.80,0.005
