Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.408
Comp. Cola Columna,Untitled 000,0.224
Barren,Untitled 000,0.274
Cabeza puntual retorno,Untitled 000,0.455
Celda # 11-A,Untitled 000,0.084
Celda # 11-B,Untitled 000,0.042
Celda # 11-C,Untitled 000,0.07
Celda # 6-F2,Untitled 000,0.608
Celda #5-9,Untitled 000,0.169
Celda #(F1+F2),Untitled 000,0.483
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.573
NE Tubo 4,Untitled 000,0.034
NE Tubo 5,Untitled 000,0.027
NE Tubo 6,Untitled 000,0.028
NE Tubo 7,Untitled 000,0.116
Puntual Noroeste,Untitled 000,0.316
Barren Patios,Untitled 000,0.317
Tubo 3,Untitled 000,0.654
Especial 1,Untitled 000,0.808
Especial 2,Untitled 000,0.079
Especial 3,Untitled 000,0.038
Especial 4,Untitled 000,0.035
Especial 5,Untitled 000,0.103
