Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.115
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.117
Celda # 11-A,Au 242.80,0.075
Celda # 11-B,Au 242.80,0.053
Celda # 11-C,Au 242.80,0.008
Celda # 6-F2,Au 242.80,0.017
Celda #5-9,Au 242.80,0.014
Celda #(F1+F2),Au 242.80,0.125
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.14
NE Tubo 4,Au 242.80,0.085
NE Tubo 5,Au 242.80,0.073
NE Tubo 6,Au 242.80,0.141
NE Tubo 7,Au 242.80,0.047
Puntual Noroeste,Au 242.80,0.123
Barren Patios,Au 242.80,0.014
Tubo 3,Au 242.80,0.17
Especial 1,Au 242.80,0.02
Especial 2,Au 242.80,0.047
Especial 3,Au 242.80,0.086
Especial 4,Au 242.80,0.06
Especial 5,Au 242.80,0.059
