Analyst,,,,,,
Date Started,9/27/2025 5:38 PM  GMT: 9/28/2025 12:38 AM,,,,,
Worksheet,LC005447_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
9/27/2025,5:45:44 PM,PATRON,0.8726,,mg/L,1.1
9/27/2025,5:45:58 PM,BLANCO,-0.0065,,mg/L,>100
9/27/2025,5:46:08 PM,REAGENT BLANK,0,,mg/L,>100
9/27/2025,5:46:26 PM,LC005447-001,0.074,,mg/L,0.7
9/27/2025,5:46:38 PM,LC005447-002,0.4416,,mg/L,0.6
9/27/2025,5:46:48 PM,LC005447-003,0.1213,,mg/L,2.3
9/27/2025,5:46:58 PM,LC005447-004,0.0385,,mg/L,4.9
9/27/2025,5:47:08 PM,LC005447-005,0.1122,,mg/L,1.5
9/27/2025,5:47:18 PM,LC005447-006,0.1018,,mg/L,2.7
9/27/2025,5:48:26 PM,PATRON,0.8845,,mg/L,0.3
9/27/2025,5:48:36 PM,LC005447-007,0.3088,,mg/L,0.9
9/27/2025,5:48:46 PM,LC005447-008,0.2075,,mg/L,0.4
9/27/2025,5:48:56 PM,LC005447-009,0.0019,,mg/L,>100
9/27/2025,5:49:08 PM,LC005447-010,0.0011,,mg/L,26
9/27/2025,5:50:42 PM,LC005447-011,0.1038,,mg/L,0.8
9/27/2025,5:49:26 PM,LC005447-012,0.3938,,mg/L,1.5
9/27/2025,5:49:38 PM,PATRON,0.8739,,mg/L,1.4
9/27/2025,5:49:50 PM,LC005447-013,0.4483,,mg/L,0.6
