Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.423
Comp. Cola Columna,Untitled 000,0.322
Barren,Untitled 000,0.301
Cabeza puntual retorno,Untitled 000,0.407
Celda # 11-A,Untitled 000,0.088
Celda # 11-B,Untitled 000,0.12
Celda # 11-C,Untitled 000,0.033
Celda #5-9,Untitled 000,1.084
Celda #(F1+F2),Untitled 000,0.397
NE Tubo 1,Untitled 000,0.023
NE Tubo 2,Untitled 000,0.453
NE Tubo 4,Untitled 000,0.09
NE Tubo 5,Untitled 000,0.014
NE Tubo 6,Untitled 000,0.015
NE Tubo 7,Untitled 000,0.307
Puntual Noroeste,Untitled 000,0.423
Barren Patios,Untitled 000,0.266
Tubo 3,Untitled 000,0.834
Especial 1,Untitled 000,0.068
Especial 2,Untitled 000,0.067
Especial 3,Untitled 000,0.039
Especial 4,Untitled 000,0.044
Especial 5,Untitled 000,0.398
Columna #1,Untitled 000,0.353
Columna #2,Untitled 000,0.323
Columna #3,Untitled 000,0.286
Columna #5,Untitled 000,0.249
