Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.217
Cabeza puntual retorno,Au 242.80,0.233
Celda #(F1+F2),Au 242.80,0.223
Puntual Noroeste,Au 242.80,0.161
Tubo 3,Au 242.80,0.242
NE Tubo 2,Au 242.80,0.167
NE Tubo 4,Au 242.80,0.018
Especial 1,Au 242.80,0.251
Especial 2,Au 242.80,0.101
Especial 3,Au 242.80,0.035
Especial 4,Au 242.80,0.043
Especial 5,Au 242.80,0.231
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.029
Barren Patios,Au 242.80,0.027
NE Tubo 1,Au 242.80,0.763
NE Tubo 5,Au 242.80,0.019
NE Tubo 6,Au 242.80,0.013
NE Tubo 7,Au 242.80,0.078
Celda # 11-A,Au 242.80,0.031
Celda # 11-B,Au 242.80,0.03
Celda # 11-C,Au 242.80,0.029
Celda # 6-F2,Au 242.80,0.286
Celda #5-9,Au 242.80,0.107
