Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.421
Cabeza puntual retorno,Untitled 000,0.416
Celda #(F1+F2),Untitled 000,0.384
Puntual Noroeste,Untitled 000,0.174
Tubo 3,Untitled 000,0.299
NE Tubo 2,Untitled 000,0.07
NE Tubo 4,Untitled 000,0.072
Especial 1,Untitled 000,0.221
Especial 2,Untitled 000,0.627
Especial 3,Untitled 000,0.041
Especial 4,Untitled 000,0.036
Especial 5,Untitled 000,0.947
Columna #1,Untitled 000,0.349
Columna #2,Untitled 000,0.319
Columna #3,Untitled 000,0.292
Columna #4,Untitled 000,0.266
Columna #5,Untitled 000,0.214
Comp. Cola Columna,Untitled 000,0.217
Barren,Untitled 000,0.227
Barren Patios,Untitled 000,0.219
NE Tubo 1,Untitled 000,0.02
NE Tubo 5,Untitled 000,0.018
NE Tubo 6,Untitled 000,0.024
NE Tubo 7,Untitled 000,0.069
Celda # 11-A,Untitled 000,0.118
Celda # 11-B,Untitled 000,0.281
Celda # 11-C,Untitled 000,0.71
Celda #5-9,Untitled 000,0.244
