Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.914
Comp. Cola Columna,Untitled 000,1.181
Barren,Untitled 000,1.157
Cabeza puntual retorno,Untitled 000,1.899
Celda # 11-A,Untitled 000,0.245
Celda # 11-B,Untitled 000,0.051
Celda # 11-C,Untitled 000,0.036
Celda # 6-F2,Untitled 000,0.039
Celda #5-9,Untitled 000,0.616
Celda #(F1+F2),Untitled 000,2.249
NE Tubo 1,Untitled 000,0.041
NE Tubo 2,Untitled 000,1.42
NE Tubo 4,Untitled 000,2.418
NE Tubo 5,Untitled 000,1.438
NE Tubo 6,Untitled 000,2.936
NE Tubo 7,Untitled 000,0.442
Puntual Noroeste,Untitled 000,2.305
Barren Patios,Untitled 000,1.225
Tubo 3,Untitled 000,2.429
Especial 1,Untitled 000,0.121
Especial 2,Untitled 000,0.044
Especial 3,Untitled 000,0.318
Especial 4,Untitled 000,1.345
Especial 5,Untitled 000,0.064
