Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.197
Comp. Cola Columna,Untitled 000,0.810
Barren,Untitled 000,0.841
Cabeza puntual retorno,Untitled 000,1.201
Celda # 11-A,Untitled 000,0.029
Celda # 11-B,Untitled 000,0.030
Celda # 11-C,Untitled 000,0.021
Celda #5-9,Untitled 000,3.185
Celda #(F1+F2),Untitled 000,0.913
NE Tubo 1,Untitled 000,0.019
NE Tubo 2,Untitled 000,0.023
NE Tubo 4,Untitled 000,0.043
NE Tubo 5,Untitled 000,0.063
NE Tubo 6,Untitled 000,0.020
NE Tubo 7,Untitled 000,0.344
Puntual Noroeste,Untitled 000,0.910
Barren Patios,Untitled 000,0.797
Tubo 3,Untitled 000,1.227
Especial 1,Untitled 000,2.067
Especial 2,Untitled 000,1.822
Especial 3,Untitled 000,0.070
Especial 4,Untitled 000,0.018
Especial 5,Untitled 000,2.760
Columna #1,Untitled 000,1.130
Columna #2,Untitled 000,1.088
Columna #3,Untitled 000,1.026
Columna #4,Untitled 000,0.830
Columna #5,Untitled 000,0.799
