"Analista",""
"Fecha de inicio","06/12/2025 11:32 p. m.  GMT: 07/12/2025 06:32 a. m."
"Hoja de trabajo","LC005945_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"07/12/2025","12:15:52 a. m.","PATRON",0.8808,"","mg/L",0.7
"07/12/2025","12:16:14 a. m.","BLANCO",-0.0002,"","mg/L",">100"
"07/12/2025","12:16:28 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"07/12/2025","12:16:50 a. m.","LC005945-001",0.0913,"","mg/L",2.0
"07/12/2025","12:17:08 a. m.","LC005945-002",0.0428,"","mg/L",2.0
"07/12/2025","12:17:24 a. m.","LC005945-003",0.0466,"","mg/L",4.1
"07/12/2025","12:17:36 a. m.","LC005945-004",0.0280,"","mg/L",2.8
"07/12/2025","12:17:52 a. m.","LC005945-005",0.0599,"","mg/L",4.3
"07/12/2025","12:18:06 a. m.","LC005945-006",0.0794,"","mg/L",1.6
"07/12/2025","12:18:26 a. m.","PATRON",0.8935,"","mg/L",1.4
"07/12/2025","12:18:44 a. m.","LC005945-007",0.2259,"","mg/L",1.2
"07/12/2025","12:19:00 a. m.","LC005945-008",0.0011,"","mg/L",">100"
"07/12/2025","12:19:18 a. m.","LC005945-009",0.0194,"","mg/L",6.9
"07/12/2025","12:19:34 a. m.","LC005945-010",0.0004,"","mg/L",">100"
"07/12/2025","12:19:50 a. m.","LC005945-011",0.0828,"","mg/L",1.8
"07/12/2025","12:20:04 a. m.","LC005945-012",0.1146,"","mg/L",2.2
"07/12/2025","12:20:20 a. m.","PATRON",0.8958,"","mg/L",0.5
"07/12/2025","12:20:32 a. m.","BLANCO",-0.0024,"","mg/L",">100"
"07/12/2025","12:20:42 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"07/12/2025","12:20:42 a. m.","LC005334-015","","","mg/L",""

"Método: Au AU ALTO (Llama)"

