Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.276
Comp. Cola Columna,Untitled 000,0.732
Barren,Untitled 000,0.68
Cabeza puntual retorno,Untitled 000,1.27
Columna #1,Untitled 000,1.232
Columna #2,Untitled 000,1.118
Columna #3,Untitled 000,1.003
Columna #4,Untitled 000,0.867
Columna #5,Untitled 000,0.764
Celda # 11-A,Untitled 000,0.749
Celda # 11-B,Untitled 000,0.091
Celda # 11-C,Untitled 000,0.028
Celda #5-9,Untitled 000,3.625
Celda #(F1+F2),Untitled 000,0.324
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.326
NE Tubo 4,Untitled 000,0.237
NE Tubo 5,Untitled 000,0.116
NE Tubo 6,Untitled 000,0.697
NE Tubo 7,Untitled 000,0.192
Puntual Noroeste,Untitled 000,0.289
Barren Patios,Untitled 000,0.646
Tubo 3,Untitled 000,0.086
Especial 1,Untitled 000,3.786
Especial 2,Untitled 000,0.961
Especial 3,Untitled 000,1.136
Especial 4,Untitled 000,1.703
Especial 5,Untitled 000,3.012
Especial 6,Untitled 000,0.046
