Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.597
Comp. Cola Columna,Untitled 000,2.16
Barren,Untitled 000,1.958
Cabeza puntual retorno,Untitled 000,2.363
Celda # 11-A,Untitled 000,5.219
Celda # 11-B,Untitled 000,4.893
Celda # 11-C,Untitled 000,3.577
Celda #5-9,Untitled 000,0.052
Celda #(F1+F2),Untitled 000,1.101
NE Tubo 1,Untitled 000,1.638
NE Tubo 2,Untitled 000,0.583
NE Tubo 4,Untitled 000,1.55
NE Tubo 5,Untitled 000,0.509
NE Tubo 6,Untitled 000,0.219
NE Tubo 7,Untitled 000,2.273
Puntual Noroeste,Untitled 000,1.245
Tubo 3,Untitled 000,2.689
Especial 1,Untitled 000,0.086
Especial 2,Untitled 000,0.047
Especial 3,Untitled 000,0.071
Especial 4,Untitled 000,0.252
Especial 5,Untitled 000,0.074
Especial 6,Untitled 000,0.108
Columna #1,Untitled 000,11.98
Columna #2,Untitled 000,12.49
Columna #3,Untitled 000,12.97
Columna #4,Untitled 000,13.25
Columna #5,Untitled 000,13.46
