Analyst,,,,,,
Date Started,3/19/2025 3:46 AM  GMT: 3/19/2025 10:46 AM,,,,,
Worksheet,LC004028_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
3/19/2025,4:29:34 AM,BLANCO,0.0062,,mg/L,26
3/19/2025,4:29:44 AM,REAGENT BLANK,0,,mg/L,18
3/19/2025,4:31:02 AM,LC004028-001,0.0352,,mg/L,4.7
3/19/2025,4:31:16 AM,LC004028-002,0.1434,,mg/L,0.7
3/19/2025,4:31:30 AM,LC004028-003,0.4734,,mg/L,0.6
3/19/2025,4:31:46 AM,LC004028-004,0.5013,,mg/L,1.3
3/19/2025,4:32:00 AM,LC004028-005,0.0812,,mg/L,3.7
3/19/2025,4:32:14 AM,LC004028-006,0.002,,mg/L,76.9
3/19/2025,4:32:28 AM,PATRON,0.8757,,mg/L,0.8
3/19/2025,4:32:46 AM,LC004028-007,0.0594,,mg/L,4.2
3/19/2025,4:33:02 AM,LC004028-008,0.0618,,mg/L,3.3
3/19/2025,4:33:18 AM,LC004028-009,0.1317,,mg/L,1
3/19/2025,4:33:32 AM,LC004028-010,0.1717,,mg/L,2
3/19/2025,4:33:46 AM,LC004028-011,0.5381,,mg/L,1.7
3/19/2025,4:34:02 AM,LC004028-012,0.7826,,mg/L,0.8
3/19/2025,4:34:16 AM,PATRON,0.881,,mg/L,0.4
3/19/2025,4:34:32 AM,LC004028-013,0.0019,,mg/L,68.4
3/19/2025,4:34:44 AM,LC004028-014,0.2206,,mg/L,0.8
3/19/2025,4:35:00 AM,LC004028-015,0.0949,,mg/L,0.9
3/19/2025,4:35:14 AM,LC004028-016,0.0509,,mg/L,2.2
3/19/2025,4:35:44 AM,LC004028-018,0.465,,mg/L,0.9
3/19/2025,4:35:58 AM,PATRON,0.8815,,mg/L,0.9
3/19/2025,4:36:16 AM,LC004028-019,0.3193,,mg/L,0.4
3/19/2025,4:36:30 AM,LC004028-020,0.1215,,mg/L,1.8
3/19/2025,4:36:46 AM,LC004028-021,0.0792,,mg/L,3.1
3/19/2025,4:37:00 AM,LC004028-022,0.1068,,mg/L,2.5
3/19/2025,4:37:14 AM,LC004028-023,0.0556,,mg/L,6.5
3/19/2025,4:38:36 AM,PATRON,0.8887,,mg/L,0.1
3/19/2025,4:38:54 AM,BLANCO,0.0036,,mg/L,>100
3/19/2025,4:39:04 AM,REAGENT BLANK,0,,mg/L,43.7
3/19/2025,4:39:18 AM,BLANCO REACTIVO REAG,-0.0029,,mg/L,94.7
3/19/2025,4:45:44 AM,PATRON,0.8859,,mg/L,0.5
3/19/2025,4:47:04 AM,LC004028-017,0.4566,,mg/L,1.1
3/19/2025,4:50:10 AM,LC004028-024,-0.0035,,mg/L,52.5
