Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.03
Comp. Cola Columna,Untitled 000,0.63
Barren,Untitled 000,0.659
Cabeza puntual retorno,Untitled 000,1.007
Columna #1,Untitled 000,0.944
Columna #2,Untitled 000,0.85
Columna #3,Untitled 000,0.763
Columna #4,Untitled 000,0.687
Columna #5,Untitled 000,0.564
Celda # 11-A,Untitled 000,0.432
Celda # 11-B,Untitled 000,0.179
Celda # 11-C,Untitled 000,0.035
Celda #5-9,Untitled 000,1.505
Celda #(F1+F2),Untitled 000,0.595
NE Tubo 1,Untitled 000,0.036
NE Tubo 2,Untitled 000,0.116
NE Tubo 4,Untitled 000,0.115
NE Tubo 5,Untitled 000,0.06
NE Tubo 6,Untitled 000,0.149
NE Tubo 7,Untitled 000,0.798
Puntual Noroeste,Untitled 000,0.518
Barren Patios,Untitled 000,0.633
Tubo 3,Untitled 000,0.87
Especial 1,Untitled 000,3.484
Especial 2,Untitled 000,0.529
Especial 3,Untitled 000,0.365
Especial 4,Untitled 000,0.559
Especial 5,Untitled 000,1.156
