Sample ID,Analyte Name,Reported Conc (Calib)
Comp. cabeza columna,Untitled 000,2.248
Comp. Cola Columna,Untitled 000,1.338
Barren,Untitled 000,1.216
Cabeza puntual retorno,Untitled 000,2.254
Celda # 11-A,Untitled 000,0.363
Celda # 11-B,Untitled 000,0.049
Celda # 11-C,Untitled 000,0.038
Celda #5-9,Untitled 000,1.249
Celda #(F1+F2),Untitled 000,2.462
NE Tubo 1,Untitled 000,0.049
NE Tubo 2,Untitled 000,1.255
NE Tubo 4,Untitled 000,3.285
NE Tubo 5,Untitled 000,2.505
NE Tubo 6,Untitled 000,2.744
NE Tubo 7,Untitled 000,0.567
Puntual Noroeste,Untitled 000,2.46
Barren Patios,Untitled 000,1.189
Tubo 3,Untitled 000,2.421
Especial 1,Untitled 000,1.685
Especial 2,Untitled 000,0.081
Especial 3,Untitled 000,0.722
Especial 4,Untitled 000,2.754
Especial 5,Untitled 000,0.24
Especial 6,Untitled 000,0.031
Columna #1,Untitled 000,2.1
Columna #2,Untitled 000,1.922
Columna #3,Untitled 000,1.847
Columna #4,Untitled 000,1.526
Columna #5,Untitled 000,1.472
