Analyst,,,,,,
Date Started,8/28/2025 4:32 AM  GMT: 8/28/2025 11:32 AM,,,,,
Worksheet,LC005239_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/28/2025,4:42:20 AM,PATRON,0.884,,mg/L,0.4
8/28/2025,4:42:34 AM,BLANCO,0.0062,,mg/L,47.3
8/28/2025,4:42:44 AM,REAGENT BLANK,0,,mg/L,27.5
8/28/2025,4:42:58 AM,LC005239-001,0.053,,mg/L,0.7
8/28/2025,4:43:10 AM,LC005239-002,0.2508,,mg/L,1.5
8/28/2025,4:43:22 AM,LC005239-003,0.717,,mg/L,0.6
8/28/2025,4:43:36 AM,LC005239-004,0.1864,,mg/L,0.2
8/28/2025,4:43:48 AM,LC005239-005,0.1419,,mg/L,1.5
8/28/2025,4:44:00 AM,LC005239-006,0.1119,,mg/L,3.1
8/28/2025,4:46:28 AM,PATRON,0.891,,mg/L,0.2
8/28/2025,4:46:56 AM,LC005239-007,0.9062,,mg/L,0.6
8/28/2025,4:47:10 AM,LC005239-008,0.0057,,mg/L,14.6
8/28/2025,4:47:22 AM,LC005239-009,1.1036,,mg/L,1.2
8/28/2025,4:47:50 AM,LC005239-011,0.0838,,mg/L,1.7
8/28/2025,4:48:04 AM,LC005239-012,0.1323,,mg/L,0.9
8/28/2025,4:48:18 AM,PATRON,0.8816,,mg/L,0.9
8/28/2025,4:48:36 AM,LC005239-013,0.0434,,mg/L,2.6
8/28/2025,4:48:52 AM,LC005239-014,0.0398,,mg/L,5.5
8/28/2025,4:49:06 AM,LC005239-015,0.0303,,mg/L,3.2
8/28/2025,4:49:20 AM,LC005239-016,0.1173,,mg/L,0.7
8/28/2025,4:49:32 AM,LC005239-017,0.03,,mg/L,6.2
8/28/2025,4:49:48 AM,LC005239-018,0.007,,mg/L,10.8
8/28/2025,4:50:00 AM,PATRON,0.8915,,mg/L,1.5
8/28/2025,4:50:16 AM,LC005239-019,0.0786,,mg/L,2
8/28/2025,4:50:28 AM,LC005239-020,1.3789,,mg/L,0.6
8/28/2025,4:50:40 AM,LC005239-021,1.283,,mg/L,0.5
8/28/2025,4:50:54 AM,PATRON,0.8853,,mg/L,1.3
8/28/2025,4:51:08 AM,BLANCO,0.0086,,mg/L,8.6
8/28/2025,4:51:24 AM,REAGENT BLANK,0,,mg/L,24.9
8/28/2025,4:52:32 AM,LC005239-010,0.0014,,mg/L,62.9
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
