Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.187
Cabeza puntual retorno,Au 242.80,0.186
Celda #(F1+F2),Au 242.80,0.196
Puntual Noroeste,Au 242.80,0.204
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.102
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.009
Celda # 11-A,Au 242.80,0.089
Celda # 11-B,Au 242.80,0.029
Celda # 11-C,Au 242.80,0.030
Celda # 6-F2,Au 242.80,0.101
Celda #5-9,Au 242.80,0.060
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.140
NE Tubo 4,Au 242.80,0.292
NE Tubo 5,Au 242.80,0.368
NE Tubo 6,Au 242.80,0.269
NE Tubo 7,Au 242.80,0.175
Especial 1,Au 242.80,0.066
Especial 2,Au 242.80,0.064
Especial 3,Au 242.80,0.042
Especial 4,Au 242.80,0.036
Especial 5,Au 242.80,0.054
,,
