Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.505
Cabeza puntual retorno,Untitled 000,0.506
Celda #(F1+F2),Untitled 000,0.585
Puntual Noroeste,Untitled 000,0.255
Tubo 3,Untitled 000,0.198
NE Tubo 2,Untitled 000,0.406
NE Tubo 4,Untitled 000,0.09
Especial 1,Untitled 000,0.043
Especial 2,Untitled 000,0.083
Especial 3,Untitled 000,0.037
Especial 4,Untitled 000,0.041
Especial 5,Untitled 000,0.171
Columna #1,Untitled 000,0.426
Columna #2,Untitled 000,0.392
Columna #3,Untitled 000,0.342
Columna #4,Untitled 000,0.306
Columna #5,Untitled 000,0.261
Comp. Cola Columna,Untitled 000,0.269
Barren,Untitled 000,0.252
Barren Patios,Untitled 000,0.242
NE Tubo 1,Untitled 000,2.321
NE Tubo 5,Untitled 000,0.058
NE Tubo 6,Untitled 000,0.223
NE Tubo 7,Untitled 000,0.065
Celda # 11-A,Untitled 000,0.09
Celda # 11-B,Untitled 000,0.054
Celda # 11-C,Untitled 000,0.064
Celda #5-9,Untitled 000,0.089
