Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.273
Comp. Cola Columna,Untitled 000,0.881
Barren,Untitled 000,0.714
Cabeza puntual retorno,Untitled 000,1.255
Celda # 11-A,Untitled 000,3.017
Celda # 11-B,Untitled 000,0.574
Celda # 11-C,Untitled 000,0.287
Celda # 6-F2,Untitled 000,0.154
Celda #5-9,Untitled 000,0.248
Celda #(F1+F2),Untitled 000,1.082
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.491
NE Tubo 4,Untitled 000,2.405
NE Tubo 5,Untitled 000,1.515
NE Tubo 6,Untitled 000,0.97
NE Tubo 7,Untitled 000,0.59
Puntual Noroeste,Untitled 000,0.897
Barren Patios,Untitled 000,0.569
Tubo 3,Untitled 000,0.362
Especial 1,Untitled 000,0.126
Especial 2,Untitled 000,0.073
Especial 3,Untitled 000,0.11
Especial 4,Untitled 000,0.143
Especial 5,Untitled 000,0.268
Especial 6,Untitled 000,0.56
