Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.212
Cabeza puntual retorno,Untitled 000,1.316
Celda #(F1+F2),Untitled 000,1.695
Puntual Noroeste,Untitled 000,0.314
Tubo 3,Untitled 000,0.374
NE Tubo 2,Untitled 000,0.132
NE Tubo 4,Untitled 000,0.373
Especial 1,Untitled 000,0.029
Especial 2,Untitled 000,0.035
Especial 3,Untitled 000,0.21
Especial 4,Untitled 000,0.56
Especial 5,Untitled 000,0.031
Comp. Cola Columna,Untitled 000,0.543
Barren,Untitled 000,0.497
Barren Patios,Untitled 000,0.596
NE Tubo 1,Untitled 000,0.023
NE Tubo 5,Untitled 000,0.142
NE Tubo 6,Untitled 000,0.138
NE Tubo 7,Untitled 000,0.336
Celda # 11-A,Untitled 000,0.231
Celda # 11-B,Untitled 000,0.224
Celda # 11-C,Untitled 000,0.023
Celda # 6-F2,Untitled 000,4.878
Celda #5-9,Untitled 000,0.048
