"Analista",""
"Fecha de inicio","20/12/2025 07:48 p. m.  GMT: 21/12/2025 02:48 a. m."
"Hoja de trabajo","LC006036_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"20/12/2025","08:15:44 p. m.","BLANCO",0.0002,"","mg/L",">100"
"20/12/2025","08:15:58 p. m.","REAGENT BLANK",0.0000,"","mg/L",97.0
"20/12/2025","08:19:48 p. m.","LC006036-016",1.0584,"","mg/L",0.8
"20/12/2025","08:21:44 p. m.","PATRON",1.0598,"","mg/L",0.6
"20/12/2025","08:22:00 p. m.","LC006036-001",0.1551,"","mg/L",0.2
"20/12/2025","08:22:12 p. m.","LC006036-002",0.0695,"","mg/L",3.2
"20/12/2025","08:22:26 p. m.","LC006036-003",0.1228,"","mg/L",1.6
"20/12/2025","08:22:40 p. m.","LC006036-004",0.1380,"","mg/L",1.9
"20/12/2025","08:22:54 p. m.","LC006036-005",0.0623,"","mg/L",4.6
"20/12/2025","08:23:06 p. m.","LC006036-006",1.2486,"","mg/L",1.0
"20/12/2025","08:23:22 p. m.","PATRON",1.0690,"","mg/L",0.1
"20/12/2025","08:23:38 p. m.","LC006036-007",0.2005,"","mg/L",1.4
"20/12/2025","08:23:54 p. m.","LC006036-008",0.1935,"","mg/L",1.0
"20/12/2025","08:24:06 p. m.","LC006036-009",0.1924,"","mg/L",1.0
"20/12/2025","08:24:20 p. m.","LC006036-010",0.0001,"","mg/L",">100"
"20/12/2025","08:24:32 p. m.","LC006036-011",0.2554,"","mg/L",0.2
"20/12/2025","08:24:46 p. m.","LC006036-012",0.0734,"","mg/L",3.1
"20/12/2025","08:25:00 p. m.","PATRON",1.0566,"","mg/L",0.2
"20/12/2025","08:25:12 p. m.","LC006036-013",0.0892,"","mg/L",3.0
"20/12/2025","08:25:26 p. m.","LC006036-014",0.0036,"","mg/L",35.6
"20/12/2025","08:25:38 p. m.","LC006036-015",0.0461,"","mg/L",5.5
"20/12/2025","08:25:52 p. m.","PATRON",1.0661,"","mg/L",0.6
"20/12/2025","08:26:16 p. m.","REAGENT BLANK",0.0000,"","mg/L",25.5
"20/12/2025","08:26:30 p. m.","BLANCO",0.0130,"","mg/L",84.2
"20/12/2025","08:26:32 p. m.","LC005414-019","","","mg/L",""
